"anonid" "setname" "item" "color1" "color2" "color3" "timing1" "timing2" "timing3"
"12809" "f63dc021-06bd-4a46-a85b-d2799ff395e6" "set1" "05" "#F7EB08" "#F3D70C" "#EBCE14" 5316 3686 3748
"12810" "f63dc021-06bd-4a46-a85b-d2799ff395e6" "set1" "15" "#577AA8" "#716D92" "#79867F" 3470 3500 3418
"12811" "f63dc021-06bd-4a46-a85b-d2799ff395e6" "set1" "01" "#C0C837" "#F2EE0D" "#F8F807" 3691 2770 2764
"12812" "f63dc021-06bd-4a46-a85b-d2799ff395e6" "set1" "06" "#F0F20D" NA "#EEBC11" 3235 3289 3622
"12813" "f63dc021-06bd-4a46-a85b-d2799ff395e6" "set1" "04" "#F7E208" "#EACE15" "#E5DB1A" 9123 2372 2358
"12814" "f63dc021-06bd-4a46-a85b-d2799ff395e6" "set1" "10" "#2B90D4" "#5668A9" "#2970D6" 3668 3132 4077
"12815" "f63dc021-06bd-4a46-a85b-d2799ff395e6" "set1" "16" "#ABAC53" "#E7EA15" "#D8EE11" 2287 3085 2374
"12816" "f63dc021-06bd-4a46-a85b-d2799ff395e6" "set1" "07" NA "#CE316D" "#38E619" 4947 2612 4475
"12817" "f63e6451-e2d0-4f59-ac2b-084b1b842e12" "set1" "12" "#E14736" "#5922DD" "#1E14EB" 8063 2032 1744
"12818" "f63e6451-e2d0-4f59-ac2b-084b1b842e12" "set1" "09" "#361CE3" "#C23D42" "#4D18E7" 47294 2397 3375
"12819" "f63e6451-e2d0-4f59-ac2b-084b1b842e12" "set1" "14" "#3D24DB" "#3792C8" "#1F0BF4" 3090 1971 1701
"12820" "f63e6451-e2d0-4f59-ac2b-084b1b842e12" "set1" "13" "#0F10F0" "#1410EF" "#0C25F3" 4340 1689 2310
"12821" "f63e6451-e2d0-4f59-ac2b-084b1b842e12" "set1" "08" "#1EE122" "#893AC5" "#E21D63" 3689 1773 3520
"12822" "f63e6451-e2d0-4f59-ac2b-084b1b842e12" "set1" "02" "#DE2197" "#B4B847" "#7C40BF" 4602 1617 2054
"12823" "f63e6451-e2d0-4f59-ac2b-084b1b842e12" "set1" "03" "#5765A8" "#A7C33C" "#C3BB3C" 3423 2250 2043
"12824" "f63e6451-e2d0-4f59-ac2b-084b1b842e12" "set1" "11" "#1354EC" "#1D7BE2" "#A0C53A" 1622 3028 5030
"12825" "f63e6451-e2d0-4f59-ac2b-084b1b842e12" "set1" "05" "#ED1256" "#D9AA26" "#B14E98" 4403 2470 1492
"12826" "f63e6451-e2d0-4f59-ac2b-084b1b842e12" "set1" "15" "#2B1EE1" "#0B10F4" "#4EA0B1" 1723 2410 1381
"12827" "f63e6451-e2d0-4f59-ac2b-084b1b842e12" "set1" "01" "#A59E5A" "#A3655C" "#C1753E" 4407 3813 4344
"12828" "f63e6451-e2d0-4f59-ac2b-084b1b842e12" "set1" "06" "#4611EE" "#609F97" "#ADCC33" 1688 1886 1849
"12829" "f63e6451-e2d0-4f59-ac2b-084b1b842e12" "set1" "04" "#90A05F" "#BE4173" "#BABF40" 4226 1864 1603
"12830" "f63e6451-e2d0-4f59-ac2b-084b1b842e12" "set1" "10" "#D02F87" "#25DA94" "#B34C9E" 1606 2929 1435
"12831" "f63e6451-e2d0-4f59-ac2b-084b1b842e12" "set1" "16" "#9B56A9" "#182FE7" "#1419EB" 1803 2487 2074
"12832" "f63e6451-e2d0-4f59-ac2b-084b1b842e12" "set1" "07" "#A8A357" "#CEDB24" "#BAD02F" 2247 3469 2009
"12833" "f6a4af4f-163e-4bac-b99c-48463a0902d2" "set1" "12" "#59F20D" "#C13EA0" "#AE5172" 8078 6245 7848
"12834" "f6a4af4f-163e-4bac-b99c-48463a0902d2" "set1" "09" "#E812ED" "#AA8355" "#738C7B" 4653 4408 1666
"12835" "f6a4af4f-163e-4bac-b99c-48463a0902d2" "set1" "14" "#F50A34" "#C53A3C" "#59A661" 4452 1669 2789
"12836" "f6a4af4f-163e-4bac-b99c-48463a0902d2" "set1" "13" "#1EF00F" "#9A658A" "#81956A" 2570 5034 1694
"12837" "f6a4af4f-163e-4bac-b99c-48463a0902d2" "set1" "08" "#FF5D00" "#5D8CA2" "#3FC0B1" 6493 2663 1756
"12838" "f6a4af4f-163e-4bac-b99c-48463a0902d2" "set1" "02" "#71F40B" "#8A7584" "#4A95B5" 14372 1891 2608
"12839" "f6a4af4f-163e-4bac-b99c-48463a0902d2" "set1" "03" "#1CE66F" "#72906F" "#9045BA" 7534 2160 1922
"12840" "f6a4af4f-163e-4bac-b99c-48463a0902d2" "set1" "11" "#F40BDF" "#786996" "#6347B8" 5273 2086 1645
"12841" "f6a4af4f-163e-4bac-b99c-48463a0902d2" "set1" "05" "#2ED18D" "#8D9C63" "#5AA576" 10020 2045 2261
"12842" "f6a4af4f-163e-4bac-b99c-48463a0902d2" "set1" "15" "#F00F3D" "#996672" "#6352AD" 2935 4797 2326
"12843" "f6a4af4f-163e-4bac-b99c-48463a0902d2" "set1" "01" "#ECF00F" "#64919B" "#946B74" 5022 2450 1626
"12844" "f6a4af4f-163e-4bac-b99c-48463a0902d2" "set1" "06" "#A8575B" "#938A6C" "#88609F" 3079 3524 1506
"12845" "f6a4af4f-163e-4bac-b99c-48463a0902d2" "set1" "04" "#6F9075" "#9A6573" "#A15E69" 5179 2521 3569
"12846" "f6a4af4f-163e-4bac-b99c-48463a0902d2" "set1" "10" "#788786" "#6B9493" "#84B14E" 1720 2215 1760
"12847" "f6a4af4f-163e-4bac-b99c-48463a0902d2" "set1" "16" "#5360AC" "#8E8871" "#5BC639" 2248 3318 3031
"12848" "f6a4af4f-163e-4bac-b99c-48463a0902d2" "set1" "07" "#39C0C6" "#887B77" "#839F60" 6159 3839 2384
"12849" "f6e990c8-6446-4191-9ce5-a2fcc725d417" "set1" "12" "#654502" "#6E18E7" "#6B1EE1" 9821 1807 1705
"12850" "f6e990c8-6446-4191-9ce5-a2fcc725d417" "set1" "09" "#B79879" "#5B22DD" "#5B2AD5" 5181 1753 2091
"12851" "f6e990c8-6446-4191-9ce5-a2fcc725d417" "set1" "14" "#1E4DE1" "#7A20DF" "#882FE0" 1690 1451 3592
"12852" "f6e990c8-6446-4191-9ce5-a2fcc725d417" "set1" "13" "#5A34CB" "#4911EE" "#1A74E5" 2480 1768 1508
"12853" "f6e990c8-6446-4191-9ce5-a2fcc725d417" "set1" "08" "#F2B75F" "#EE8742" "#ED5B12" 13458 7269 3558
"12854" "f6e990c8-6446-4191-9ce5-a2fcc725d417" "set1" "02" "#01F9FE" "#0FEAF0" "#36F9F9" 5959 4180 7632
"12855" "f6e990c8-6446-4191-9ce5-a2fcc725d417" "set1" "03" "#EFC560" "#35F5F2" "#63EEF6" 6492 6802 4712
"12856" "f6e990c8-6446-4191-9ce5-a2fcc725d417" "set1" "11" "#5C10EF" "#1E5DE1" "#2447DB" 3063 2305 2985
"12857" "f6e990c8-6446-4191-9ce5-a2fcc725d417" "set1" "05" "#E4D1AE" "#F3CE63" "#F7C365" 9165 8285 7112
"12858" "f6e990c8-6446-4191-9ce5-a2fcc725d417" "set1" "15" "#354DCA" "#4818E7" "#6928D7" 1331 2478 1782
"12859" "f6e990c8-6446-4191-9ce5-a2fcc725d417" "set1" "01" "#0CF3EF" "#07E9F8" "#34F7FB" 1992 3596 5197
"12860" "f6e990c8-6446-4191-9ce5-a2fcc725d417" "set1" "06" "#EAD193" "#CE9751" "#E3B46F" 7343 5624 5107
"12861" "f6e990c8-6446-4191-9ce5-a2fcc725d417" "set1" "04" "#F1B94B" "#DCB256" "#E4C069" 4661 7726 5370
"12862" "f6e990c8-6446-4191-9ce5-a2fcc725d417" "set1" "10" "#5239C6" "#2D77D2" "#1732E8" 4222 3317 2641
"12863" "f6e990c8-6446-4191-9ce5-a2fcc725d417" "set1" "16" "#0CF3EE" "#3FFAFB" "#0AF0F5" 2439 3264 2918
"12864" "f6e990c8-6446-4191-9ce5-a2fcc725d417" "set1" "07" "#D8AE5C" "#F88C07" "#D39A62" 4702 5581 5056
"12865" "f751c0f8-5ed1-44ee-a39f-923e5182c180" "set1" "12" "#271788" "#151863" "#0B0DA6" 11712 4927 2878
"12866" "f751c0f8-5ed1-44ee-a39f-923e5182c180" "set1" "09" "#D02FAE" "#2425DB" "#2A3DD5" 13406 2245 3458
"12867" "f751c0f8-5ed1-44ee-a39f-923e5182c180" "set1" "14" "#191B70" "#020D46" "#123AD7" 9645 3042 4235
"12868" "f751c0f8-5ed1-44ee-a39f-923e5182c180" "set1" "13" "#131454" "#1A109B" "#0A1381" 7209 9135 5633
"12869" "f751c0f8-5ed1-44ee-a39f-923e5182c180" "set1" "08" "#21DEB7" "#D3148F" "#C21499" 5817 4617 8670
"12870" "f751c0f8-5ed1-44ee-a39f-923e5182c180" "set1" "02" "#D5D117" "#E6DC19" "#DEC821" 13115 4585 2253
"12871" "f751c0f8-5ed1-44ee-a39f-923e5182c180" "set1" "03" "#23BFAE" "#5AD42B" "#379F16" 10018 5584 4263
"12872" "f751c0f8-5ed1-44ee-a39f-923e5182c180" "set1" "11" "#132B8F" "#223DAC" "#1D30E2" 6533 7263 1215
"12873" "f751c0f8-5ed1-44ee-a39f-923e5182c180" "set1" "05" "#1DE234" "#6AAA2F" "#6DB82F" 18453 4127 6305
"12874" "f751c0f8-5ed1-44ee-a39f-923e5182c180" "set1" "15" "#540E99" "#062363" "#081166" 4828 3515 4040
"12875" "f751c0f8-5ed1-44ee-a39f-923e5182c180" "set1" "01" "#D7A628" "#E7D118" "#C3B32F" 2496 2515 4412
"12876" "f751c0f8-5ed1-44ee-a39f-923e5182c180" "set1" "06" "#78C619" "#15B412" "#4CBD32" 6251 8733 7756
"12877" "f751c0f8-5ed1-44ee-a39f-923e5182c180" "set1" "04" "#81B42A" "#64B920" "#32D20C" 5421 3733 4022
"12878" "f751c0f8-5ed1-44ee-a39f-923e5182c180" "set1" "10" "#2126DE" "#1927CE" "#1715B2" 2086 3170 3725
"12879" "f751c0f8-5ed1-44ee-a39f-923e5182c180" "set1" "16" "#CBBA1B" "#D4C316" "#D8BB27" 7868 4102 4369
"12880" "f751c0f8-5ed1-44ee-a39f-923e5182c180" "set1" "07" "#87D22D" "#D026D9" "#DD22A8" 9815 5362 7737
"12881" "f8038393-9015-4919-9d93-73c4e82377ab" "set1" "12" "#041EFB" "#6B07F8" "#08F778" 4550 1636 1202
"12882" "f8038393-9015-4919-9d93-73c4e82377ab" "set1" "09" "#FA05C0" "#0DACF2" "#F703FC" 1562 1696 4148
"12883" "f8038393-9015-4919-9d93-73c4e82377ab" "set1" "14" "#AF03FC" "#61EC13" "#57EF10" 1745 3506 608
"12884" "f8038393-9015-4919-9d93-73c4e82377ab" "set1" "13" "#FC03C8" "#05FA17" "#04FB26" 1292 981 2124
"12885" "f8038393-9015-4919-9d93-73c4e82377ab" "set1" "08" "#FA0550" "#F30CBA" "#F708C1" 5478 1026 2811
"12886" "f8038393-9015-4919-9d93-73c4e82377ab" "set1" "02" "#ECFF00" "#F5DE0A" "#FCFB03" 1164 2700 1014
"12887" "f8038393-9015-4919-9d93-73c4e82377ab" "set1" "03" "#FCDA03" "#FAC205" "#A8F50A" 1639 2671 5188
"12888" "f8038393-9015-4919-9d93-73c4e82377ab" "set1" "11" "#045FFB" "#0B87F4" "#036EFC" 1191 2347 1309
"12889" "f8038393-9015-4919-9d93-73c4e82377ab" "set1" "05" "#08F7CE" "#07F8D1" "#07F8BC" 2468 655 794
"12890" "f8038393-9015-4919-9d93-73c4e82377ab" "set1" "15" "#00FF4F" "#06F979" "#07F825" 1530 1108 652
"12891" "f8038393-9015-4919-9d93-73c4e82377ab" "set1" "01" "#FBF804" "#F6FB04" "#D9FB04" 2049 1341 3058
"12892" "f8038393-9015-4919-9d93-73c4e82377ab" "set1" "06" "#13D6EC" "#04C7FB" "#03FAFC" 1419 3021 921
"12893" "f8038393-9015-4919-9d93-73c4e82377ab" "set1" "04" "#06F9F9" "#05FA77" "#11EED5" 2320 1107 1384
"12894" "f8038393-9015-4919-9d93-73c4e82377ab" "set1" "10" "#04A9FB" "#09ABF6" "#047DFB" 7611 775 2568
"12895" "f8038393-9015-4919-9d93-73c4e82377ab" "set1" "16" "#FCAE03" "#F4D20B" "#F4F807" 868 1329 1205
"12896" "f8038393-9015-4919-9d93-73c4e82377ab" "set1" "07" "#06F9EC" "#FB04AA" "#F807C4" 2296 2729 884
"12897" "f8561e4b-46bd-485b-9f98-2563af0605fd" "set1" "12" "#E83C17" "#F37F0C" "#822403" 2314 2968 3335
"12898" "f8561e4b-46bd-485b-9f98-2563af0605fd" "set1" "09" "#DFD420" "#10B9EF" "#D78728" 2395 3724 2155
"12899" "f8561e4b-46bd-485b-9f98-2563af0605fd" "set1" "14" "#CC6033" "#D9670B" "#95391B" 3610 3508 5351
"12900" "f8561e4b-46bd-485b-9f98-2563af0605fd" "set1" "13" "#F2660D" "#D5792A" "#E77A18" 3276 1589 1935
"12901" "f8561e4b-46bd-485b-9f98-2563af0605fd" "set1" "08" "#B1D32C" "#EF8E10" "#DF9920" 2519 1581 1981
"12902" "f8561e4b-46bd-485b-9f98-2563af0605fd" "set1" "02" "#F1DD0E" "#D2CA2D" "#4D93B2" 4958 1427 2505
"12903" "f8561e4b-46bd-485b-9f98-2563af0605fd" "set1" "03" "#46B96B" "#20C0DF" "#2275DD" 2169 3614 2013
"12904" "f8561e4b-46bd-485b-9f98-2563af0605fd" "set1" "11" "#DF7720" "#E56E1A" "#DA8C25" 1858 789 1722
"12905" "f8561e4b-46bd-485b-9f98-2563af0605fd" "set1" "05" "#2EB4D1" "#1AE5E4" "#66E5DF" 3458 3805 3607
"12906" "f8561e4b-46bd-485b-9f98-2563af0605fd" "set1" "15" "#912402" "#984B07" "#7C3403" 2698 2331 1604
"12907" "f8561e4b-46bd-485b-9f98-2563af0605fd" "set1" "01" "#45BAB1" "#1BAFE4" "#D5B52A" 2530 2360 4451
"12908" "f8561e4b-46bd-485b-9f98-2563af0605fd" "set1" "06" "#42BD8F" "#4FAFB0" "#29D0D6" 2165 3530 2267
"12909" "f8561e4b-46bd-485b-9f98-2563af0605fd" "set1" "04" "#2BD4AF" "#32B9CD" "#329BCD" 1850 3021 937
"12910" "f8561e4b-46bd-485b-9f98-2563af0605fd" "set1" "10" "#C8D629" "#E1551E" "#CA7B35" 3163 1698 4614
"12911" "f8561e4b-46bd-485b-9f98-2563af0605fd" "set1" "16" "#48A0B7" "#28C0D7" "#5383AC" 3408 1575 2469
"12912" "f8561e4b-46bd-485b-9f98-2563af0605fd" "set1" "07" "#469CB9" "#61849E" "#BB6410" 2551 2320 4310
"12913" "f86c8894-b1ec-4e82-8f35-9fc12a6f0854" "set1" "12" "#F10E14" "#DB8724" "#E3701C" 8145 2781 3075
"12914" "f86c8894-b1ec-4e82-8f35-9fc12a6f0854" "set1" "09" "#20CBDF" "#15A3EA" "#83BDF2" 4532 6358 4084
"12915" "f86c8894-b1ec-4e82-8f35-9fc12a6f0854" "set1" "14" "#E77118" "#E68619" "#E06A1F" 8027 1348 4011
"12916" "f86c8894-b1ec-4e82-8f35-9fc12a6f0854" "set1" "13" "#DF6B20" "#13DCEC" "#D4632B" 2138 2778 1763
"12917" "f86c8894-b1ec-4e82-8f35-9fc12a6f0854" "set1" "08" "#1ED3E1" "#1CD1E3" "#14A1EB" 1653 1962 1626
"12918" "f86c8894-b1ec-4e82-8f35-9fc12a6f0854" "set1" "02" "#F1B33A" "#ED9134" "#E58D1A" 8217 6168 957
"12919" "f86c8894-b1ec-4e82-8f35-9fc12a6f0854" "set1" "03" "#E8B417" "#FBB6B0" "#EF584B" 1925 5307 2709
"12920" "f86c8894-b1ec-4e82-8f35-9fc12a6f0854" "set1" "11" "#E72118" "#9EC0F3" "#CEA4F0" 6003 6251 6607
"12921" "f86c8894-b1ec-4e82-8f35-9fc12a6f0854" "set1" "05" "#F0767D" "#FAAEA2" "#FCCDCC" 5471 3793 2721
"12922" "f86c8894-b1ec-4e82-8f35-9fc12a6f0854" "set1" "15" "#E2591D" "#DE5421" "#DF5E20" 3110 3547 4118
"12923" "f86c8894-b1ec-4e82-8f35-9fc12a6f0854" "set1" "01" "#F0A00F" "#E99116" "#E97B16" 2620 1390 1383
"12924" "f86c8894-b1ec-4e82-8f35-9fc12a6f0854" "set1" "06" "#FD8680" "#DDC3F8" "#E7B7F6" 5789 6922 4893
"12925" "f86c8894-b1ec-4e82-8f35-9fc12a6f0854" "set1" "04" "#F8A89C" "#F6BDAF" "#F79B9C" 3822 3742 4031
"12926" "f86c8894-b1ec-4e82-8f35-9fc12a6f0854" "set1" "10" "#51A8EC" "#B5CDF6" "#1B9DE4" 3697 3035 2007
"12927" "f86c8894-b1ec-4e82-8f35-9fc12a6f0854" "set1" "16" "#F2600D" "#E79218" "#E87617" 2572 1654 1294
"12928" "f86c8894-b1ec-4e82-8f35-9fc12a6f0854" "set1" "07" "#1EADE1" "#1B9FE4" "#1F90E0" 3140 1745 2167
"12929" "f8e6d95d-e6ed-4a33-8779-114402dbb86d" "set1" "12" "#070E14" "#4E700A" "#1FB51C" 9691 2088 2616
"12930" "f8e6d95d-e6ed-4a33-8779-114402dbb86d" "set1" "09" "#070E46" "#2E0908" "#144461" 3027 2954 2228
"12931" "f8e6d95d-e6ed-4a33-8779-114402dbb86d" "set1" "14" "#533E4F" "#4A0D09" "#252627" 2628 3961 6549
"12932" "f8e6d95d-e6ed-4a33-8779-114402dbb86d" "set1" "13" "#523D51" "#056708" "#0E2F21" 2650 2381 2431
"12933" "f8e6d95d-e6ed-4a33-8779-114402dbb86d" "set1" "08" "#140E1C" "#121210" "#070D07" 3044 2716 2484
"12934" "f8e6d95d-e6ed-4a33-8779-114402dbb86d" "set1" "02" "#735127" "#3E15C0" "#73284F" 3082 2722 3196
"12935" "f8e6d95d-e6ed-4a33-8779-114402dbb86d" "set1" "03" "#52536C" "#528771" "#1E0243" 3265 2881 2233
"12936" "f8e6d95d-e6ed-4a33-8779-114402dbb86d" "set1" "11" "#A2457A" "#1D1E23" "#2910DC" 2829 2231 4335
"12937" "f8e6d95d-e6ed-4a33-8779-114402dbb86d" "set1" "05" "#985258" "#0938AF" "#666769" 3997 3457 6045
"12938" "f8e6d95d-e6ed-4a33-8779-114402dbb86d" "set1" "15" "#4F571A" "#4A4044" "#594039" 2744 3191 2187
"12939" "f8e6d95d-e6ed-4a33-8779-114402dbb86d" "set1" "01" "#21513F" "#441E2D" "#683049" 3101 3622 3439
"12940" "f8e6d95d-e6ed-4a33-8779-114402dbb86d" "set1" "06" "#351640" "#142266" "#151501" 3146 2861 3358
"12941" "f8e6d95d-e6ed-4a33-8779-114402dbb86d" "set1" "04" "#2D4435" "#0F610B" "#011A18" 2436 2373 3792
"12942" "f8e6d95d-e6ed-4a33-8779-114402dbb86d" "set1" "10" "#7E3843" "#0A153B" "#02322D" 2779 2547 4011
"12943" "f8e6d95d-e6ed-4a33-8779-114402dbb86d" "set1" "16" "#555A42" "#654719" "#806C0A" 2867 2306 2770
"12944" "f8e6d95d-e6ed-4a33-8779-114402dbb86d" "set1" "07" "#000000" "#0E040D" "#0E0C0C" 4929 3510 2731
"12945" "f944d7d3-cb1c-4f08-a9b2-5858c4a345d2" "set1" "12" "#3B457C" "#8B6E91" "#777C88" 275900 2131 1646
"12946" "f944d7d3-cb1c-4f08-a9b2-5858c4a345d2" "set1" "09" "#858778" "#748B86" "#946B72" 8403 1451 1306
"12947" "f944d7d3-cb1c-4f08-a9b2-5858c4a345d2" "set1" "14" "#7F8778" "#788287" "#878F70" 4273 2053 2690
"12948" "f944d7d3-cb1c-4f08-a9b2-5858c4a345d2" "set1" "13" "#7D837C" "#8D946B" "#72718E" 2500 2340 1934
"12949" "f944d7d3-cb1c-4f08-a9b2-5858c4a345d2" "set1" "08" "#60819F" "#748B75" "#74868B" 3034 1708 1844
"12950" "f944d7d3-cb1c-4f08-a9b2-5858c4a345d2" "set1" "02" "#6D9669" "#84758A" "#87748B" 3255 2078 3004
"12951" "f944d7d3-cb1c-4f08-a9b2-5858c4a345d2" "set1" "03" "#726996" "#8A7585" "#88777C" 1686 1999 1934
"12952" "f944d7d3-cb1c-4f08-a9b2-5858c4a345d2" "set1" "11" "#649B8E" "#6F7490" "#788778" 2517 2042 2134
"12953" "f944d7d3-cb1c-4f08-a9b2-5858c4a345d2" "set1" "05" "#73906F" "#887A77" "#898E71" 2517 1752 2700
"12954" "f944d7d3-cb1c-4f08-a9b2-5858c4a345d2" "set1" "15" "#8C7375" "#697096" "#888377" 1744 1256 1576
"12955" "f944d7d3-cb1c-4f08-a9b2-5858c4a345d2" "set1" "01" "#86718E" "#8A7585" "#758A7F" 1638 1933 1875
"12956" "f944d7d3-cb1c-4f08-a9b2-5858c4a345d2" "set1" "06" "#7B8E71" "#956A8D" "#8D728A" 1969 2030 1501
"12957" "f944d7d3-cb1c-4f08-a9b2-5858c4a345d2" "set1" "04" "#7A8976" "#A6A758" "#8F7870" 2366 1369 1869
"12958" "f944d7d3-cb1c-4f08-a9b2-5858c4a345d2" "set1" "10" "#7B748B" "#757F8A" "#6C8B93" 1541 2224 1784
"12959" "f944d7d3-cb1c-4f08-a9b2-5858c4a345d2" "set1" "16" "#916E83" "#7C758A" "#926D86" 1758 1588 1378
"12960" "f944d7d3-cb1c-4f08-a9b2-5858c4a345d2" "set1" "07" "#777B88" "#6F907C" "#6D8F92" 2034 1952 1987
"12961" "f999ef5a-de6c-44fc-bd2d-1cb4a304a2eb" "set1" "12" "#230FF0" "#1950E6" "#1C11EE" 6740 2199 716
"12962" "f999ef5a-de6c-44fc-bd2d-1cb4a304a2eb" "set1" "09" "#F60921" "#0E87F1" "#0F16F0" 2155 2518 508
"12963" "f999ef5a-de6c-44fc-bd2d-1cb4a304a2eb" "set1" "14" "#991CE3" "#EF6110" "#E5221A" 7926 865 570
"12964" "f999ef5a-de6c-44fc-bd2d-1cb4a304a2eb" "set1" "13" "#0B0DF4" "#721AE5" "#5311EE" 997 544 754
"12965" "f999ef5a-de6c-44fc-bd2d-1cb4a304a2eb" "set1" "08" "#F30CF2" "#808080" "#E41B42" 8127 1425 763
"12966" "f999ef5a-de6c-44fc-bd2d-1cb4a304a2eb" "set1" "02" "#F2320D" "#DCBC23" "#D4E01F" 5550 1563 746
"12967" "f999ef5a-de6c-44fc-bd2d-1cb4a304a2eb" "set1" "03" "#E7181A" "#D6EB14" "#EBDF14" 1287 4338 460
"12968" "f999ef5a-de6c-44fc-bd2d-1cb4a304a2eb" "set1" "11" "#E51A35" "#F00F14" "#251AE5" 1167 1136 3106
"12969" "f999ef5a-de6c-44fc-bd2d-1cb4a304a2eb" "set1" "05" "#10EF6C" "#DDD122" "#EA1527" 4458 1410 750
"12970" "f999ef5a-de6c-44fc-bd2d-1cb4a304a2eb" "set1" "15" "#7008F7" "#8C22DD" "#8B4758" 4220 1062 4397
"12971" "f999ef5a-de6c-44fc-bd2d-1cb4a304a2eb" "set1" "01" "#E3B31C" "#EC8313" "#EDE812" 1391 1864 476
"12972" "f999ef5a-de6c-44fc-bd2d-1cb4a304a2eb" "set1" "06" "#E01F20" "#F4120B" "#B7B348" 1403 4513 2353
"12973" "f999ef5a-de6c-44fc-bd2d-1cb4a304a2eb" "set1" "04" "#C9D12E" "#6F17E8" "#D7B028" 2425 199 2660
"12974" "f999ef5a-de6c-44fc-bd2d-1cb4a304a2eb" "set1" "10" "#0C34F3" "#EB4A14" "#B0360D" 1323 931 1893
"12975" "f999ef5a-de6c-44fc-bd2d-1cb4a304a2eb" "set1" "16" "#EBE614" "#EAE715" "#EBE614" 711 2264 2210
"12976" "f999ef5a-de6c-44fc-bd2d-1cb4a304a2eb" "set1" "07" "#F74408" "#E82417" "#E83217" 800 375 1822
"12977" "f9a0e2cf-d602-4ebc-92f2-030ba2386999" "set1" "12" "#0C13F3" "#3816E9" "#1F10EF" 8286 2478 2729
"12978" "f9a0e2cf-d602-4ebc-92f2-030ba2386999" "set1" "09" "#9C13EC" "#E21DD6" "#BD14EB" 4710 4599 3127
"12979" "f9a0e2cf-d602-4ebc-92f2-030ba2386999" "set1" "14" "#15EA16" "#40E619" "#16F00F" 2198 1788 1791
"12980" "f9a0e2cf-d602-4ebc-92f2-030ba2386999" "set1" "13" "#4CB1B3" "#3016E9" "#3713EC" 5034 1878 1855
"12981" "f9a0e2cf-d602-4ebc-92f2-030ba2386999" "set1" "08" "#17E82D" "#E93D16" "#EF1A10" 5016 2300 1744
"12982" "f9a0e2cf-d602-4ebc-92f2-030ba2386999" "set1" "02" "#C6CD32" "#BCB243" "#D6C929" 2363 1710 4057
"12983" "f9a0e2cf-d602-4ebc-92f2-030ba2386999" "set1" "03" "#51AE83" "#77BE41" "#B1B54A" 4918 2408 1824
"12984" "f9a0e2cf-d602-4ebc-92f2-030ba2386999" "set1" "11" "#140EF1" "#5F0BF4" "#0F11F0" 2447 3570 1638
"12985" "f9a0e2cf-d602-4ebc-92f2-030ba2386999" "set1" "05" "#AE5551" "#49C639" "#69B34C" 6588 4015 2205
"12986" "f9a0e2cf-d602-4ebc-92f2-030ba2386999" "set1" "15" "#17E825" "#19EA15" "#18E758" 2877 2675 1586
"12987" "f9a0e2cf-d602-4ebc-92f2-030ba2386999" "set1" "01" "#C8C737" "#C5C936" "#B3B748" 1870 3920 2778
"12988" "f9a0e2cf-d602-4ebc-92f2-030ba2386999" "set1" "06" "#5FCA35" "#36C9B9" "#8AB14E" 3712 2089 2239
"12989" "f9a0e2cf-d602-4ebc-92f2-030ba2386999" "set1" "04" "#17E83D" "#9FB748" "#7FA25D" 1788 5489 2215
"12990" "f9a0e2cf-d602-4ebc-92f2-030ba2386999" "set1" "10" "#122FED" "#D913EC" "#2711EE" 1389 3132 1349
"12991" "f9a0e2cf-d602-4ebc-92f2-030ba2386999" "set1" "16" "#8B8E71" "#A0A25D" "#98A659" 2542 2578 1490
"12992" "f9a0e2cf-d602-4ebc-92f2-030ba2386999" "set1" "07" "#AB6B54" "#EAC915" "#F3550C" 2311 2875 2605
"12993" "faee945f-1d8f-4c48-a0f6-9aa9b92ed2f7" "set1" "12" "#C8564C" "#4B35CA" "#5699A9" 48422 4359 2095
"12994" "faee945f-1d8f-4c48-a0f6-9aa9b92ed2f7" "set1" "09" "#5049B6" "#6C8893" "#A2955D" 3787 2658 2100
"12995" "faee945f-1d8f-4c48-a0f6-9aa9b92ed2f7" "set1" "14" "#DC3E23" "#9EBD42" "#699096" 4115 2874 1791
"12996" "faee945f-1d8f-4c48-a0f6-9aa9b92ed2f7" "set1" "13" "#612BD4" "#AD6752" "#6D639C" 4993 3377 2550
"12997" "faee945f-1d8f-4c48-a0f6-9aa9b92ed2f7" "set1" "08" "#A6C23D" "#986C67" "#D0622F" 3643 3284 3297
"12998" "faee945f-1d8f-4c48-a0f6-9aa9b92ed2f7" "set1" "02" "#EF10C6" "#EBF609" "#D8F30C" 4175 1960 1428
"12999" "faee945f-1d8f-4c48-a0f6-9aa9b92ed2f7" "set1" "03" "#7641BE" "#D91AE5" "#5543BC" 3041 2041 2216
"13000" "faee945f-1d8f-4c48-a0f6-9aa9b92ed2f7" "set1" "11" "#D2452D" "#B75248" "#9AB14E" 4859 1625 2799
"13001" "faee945f-1d8f-4c48-a0f6-9aa9b92ed2f7" "set1" "05" "#898A75" "#8B936C" "#6D8C92" 8363 2202 4886
"13002" "faee945f-1d8f-4c48-a0f6-9aa9b92ed2f7" "set1" "15" "#EF2910" "#619E81" "#877878" 8038 2617 1330
"13003" "faee945f-1d8f-4c48-a0f6-9aa9b92ed2f7" "set1" "01" "#E0F807" "#F63D09" "#D5F609" 2387 2627 1170
